beta,functional,tv_value,tau,permission,breakpoint_tau,f1_val,f4_val,ordering_holds,auth_gap_width
0.2,F1_mean,0.013,0.3216,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3226,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3236,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3246,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3257,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3267,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3277,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3287,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3297,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3307,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3317,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3327,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3337,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3347,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3357,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3367,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3377,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3387,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3397,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3407,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3417,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3427,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3437,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3447,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3457,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3467,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3477,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3487,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3497,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3507,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3517,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3527,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3537,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3547,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3557,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3567,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3577,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3587,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3597,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3607,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3617,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3627,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3637,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3647,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3657,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3667,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3677,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3687,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3697,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3707,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3717,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3727,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3737,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3747,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3758,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3768,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3778,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3788,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3798,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3808,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3818,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3828,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3838,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3848,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3858,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3868,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3878,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3888,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3898,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3908,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3918,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3928,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3938,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3948,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3958,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3968,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3978,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3988,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.3998,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4008,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4018,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4028,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4038,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4048,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4058,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4068,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4078,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4088,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4098,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4108,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4118,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4128,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4138,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4148,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4158,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4168,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4178,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4188,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4198,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4208,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4218,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4228,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4238,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4248,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4259,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4269,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4279,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4289,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4299,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4309,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4319,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4329,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4339,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4349,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4359,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4369,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4379,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4389,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4399,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4409,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4419,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4429,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4439,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4449,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4459,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4469,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4479,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4489,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4499,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4509,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4519,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4529,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4539,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4549,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4559,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4569,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4579,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4589,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4599,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4609,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4619,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4629,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4639,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4649,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4659,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4669,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4679,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4689,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4699,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4709,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4719,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4729,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4739,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.4749,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.476,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.477,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.478,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.479,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.48,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.481,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.482,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.483,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.484,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.485,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.486,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.487,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.488,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.489,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.49,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.491,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.492,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.493,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.494,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.495,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.496,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.497,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.498,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.499,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F1_mean,0.013,0.5,ACT,0.013,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.001,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.002,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.003,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.004,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.005,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.006,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.007,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.008,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.009,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.01,REFUSE,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.011,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.012,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.013,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.014,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.015,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.016,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.017,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.018,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.019,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.02,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.021,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.022,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.023,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.024,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0251,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0261,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0271,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0281,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0291,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0301,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0311,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0321,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0331,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0341,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0351,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0361,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0371,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0381,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0391,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0401,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0411,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0421,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0431,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0441,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0451,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0461,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0471,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0481,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0491,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0501,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0511,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0521,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0531,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0541,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0551,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0561,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0571,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0581,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0591,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0601,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0611,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0621,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0631,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0641,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0651,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0661,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0671,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0681,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0691,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0701,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0711,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0721,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0731,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0741,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0752,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0762,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0772,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0782,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0792,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0802,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0812,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0822,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0832,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0842,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0852,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0862,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0872,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0882,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0892,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0902,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0912,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0922,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0932,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0942,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0952,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0962,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0972,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0982,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.0992,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1002,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1012,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1022,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1032,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1042,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1052,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1062,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1072,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1082,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1092,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1102,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1112,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1122,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1132,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1142,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1152,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1162,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1172,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1182,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1192,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1202,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1212,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1222,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1232,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1242,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1253,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1263,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1273,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1283,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1293,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1303,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1313,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1323,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1333,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1343,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1353,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1363,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1373,ACT,0.010948,0.013,0.033164,1,0.020164
0.2,F2_p50,0.010948,0.1383,ACT,0.010948,0.013,0.033164,1,0.020164
